,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
419,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'SPACEBOY LUNCH BOX'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.03401842664776754,0.10985116938341602,0.020552799433026223,0.6041666666666667,5.49986559139785,0.016815835485184998,2.2487970457682125
345,frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})",0.0446491849751949,0.03330970942593905,0.026931254429482635,0.6031746031746031,18.108071597433298,0.02544400305185389,2.4360595322466336
224,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.07583274273564848,0.14457831325301204,0.04535790219702339,0.5981308411214953,4.137071651090342,0.03439413216295373,2.128607453068086
456,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.06165839829907867,0.13961729270021261,0.0368532955350815,0.5977011494252873,4.280996557558784,0.028244716892332745,2.138665586716614
188,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.13961729270021261,0.14457831325301204,0.08291991495393337,0.5939086294416244,4.1078680203045685,0.06273428227438456,2.1064759036144576
296,frozenset({'SAVE THE PLANET COTTON TOTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04535790219702339,0.2232459248759745,0.026931254429482635,0.59375,2.6596230158730156,0.016805287603074155,1.9120100310745243
185,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.10985116938341602,0.13961729270021261,0.06520198440822111,0.5935483870967742,4.251252660880956,0.049864861538956085,2.1168145973248733
371,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.03472714386959603,0.09780297661233169,0.020552799433026223,0.5918367346938775,6.05131617864537,0.017156381393335043,2.2103827072997873
585,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.03472714386959603,0.14457831325301204,0.020552799433026223,0.5918367346938775,4.093537414965986,0.01553200754826535,2.09578313253012
420,"frozenset({'PLASTERS IN TIN SPACEBOY', 'SPACEBOY LUNCH BOX'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.03543586109142452,0.13961729270021261,0.020552799433026223,0.5800000000000001,4.154213197969543,0.01560534044294073,2.0485302554756846
539,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.0368532955350815,0.14953933380581147,0.021261516654854713,0.576923076923077,3.858002187386074,0.015750499391989938,2.0101797564589914
572,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.0368532955350815,0.10985116938341602,0.021261516654854713,0.576923076923077,5.251861042183624,0.017213139044693387,2.1039881450937443
473,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.060240963855421686,0.14953933380581147,0.03472714386959603,0.5764705882352941,3.8549763033175357,0.0257187502668363,2.008032128514056
329,frozenset({'SKULL LUNCH BOX WITH CUTLERY'}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.04677533664068037,0.09780297661233169,0.026931254429482635,0.5757575757575757,5.886912604303908,0.022356487273980232,2.126607269413789
189,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.14457831325301204,0.13961729270021261,0.08291991495393337,0.5735294117647058,4.1078680203045685,0.06273428227438456,2.017449106771915
448,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.0446491849751949,0.14457831325301204,0.025513819985825654,0.5714285714285714,3.9523809523809526,0.019058516133990247,1.9959839357429716
28,frozenset({'BLUE HARMONICA IN BOX'}),frozenset({'RED  HARMONICA IN BOX'}),0.042523033309709427,0.05102763997165131,0.024096385542168676,0.5666666666666667,11.105092592592593,0.021926535507938286,2.1899362154500355
484,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.03756201275690999,0.10985116938341602,0.021261516654854713,0.5660377358490566,5.152769324406573,0.01713528562911336,2.0512125227251716
41,frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'CIRCUS PARADE LUNCH BOX'}),0.040396881644223954,0.06165839829907867,0.022678951098511695,0.5614035087719298,9.10506150433555,0.020188144080051394,2.1394188518781005
9,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.059532246633593196,0.04890148830616584,0.03330970942593905,0.5595238095238095,11.441856452726018,0.03039849396334661,2.159250675196813
160,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.09780297661233169,0.10276399716513111,0.05457122608079376,0.5579710144927535,5.429635182408795,0.04452060126946272,2.029812596577244
70,frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.0368532955350815,0.041105598866052445,0.020552799433026223,0.5576923076923077,13.567307692307693,0.01903792264986908,2.1679351677810987
586,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.0368532955350815,0.14953933380581147,0.020552799433026223,0.5576923076923077,3.729402114473205,0.015041782170161448,1.9227806366129478
78,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04323175053153792,0.07937632884479093,0.024096385542168676,0.5573770491803279,7.021955503512881,0.020664807895441357,2.079927553350658
401,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.08291991495393337,0.10985116938341602,0.04606661941885188,0.5555555555555556,5.057347670250897,0.036957769795988894,2.002834868887314
384,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.041105598866052445,0.09780297661233169,0.022678951098511695,0.5517241379310345,5.6411794102948525,0.01865870117397928,2.0125933598647983
343,frozenset({'ALARM CLOCK BAKELIKE RED'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",0.04890148830616584,0.031892274982282066,0.026931254429482635,0.5507246376811593,17.268276972624797,0.02537167471737954,2.1548204202007266
394,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.05669737774627923,0.10985116938341602,0.03118355776045358,0.55,5.006774193548387,0.02495528451405154,1.978108512481298
109,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.06591070163004961,0.09780297661233169,0.03614457831325301,0.5483870967741935,5.607059373539037,0.029698315503226897,1.997721980358408
591,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.03756201275690999,0.060240963855421686,0.020552799433026223,0.5471698113207547,9.083018867924528,0.01829002758020032,2.075301204819277
261,frozenset({'RED SPOTTY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04677533664068037,0.13536498936924168,0.025513819985825654,0.5454545454545454,4.029509757258448,0.019182077038717254,1.9021970233876682
390,"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.041814316087880936,0.09780297661233169,0.022678951098511695,0.5423728813559322,5.545566199950872,0.018589386520108032,1.9714675696249047
407,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.0446491849751949,0.10985116938341602,0.024096385542168676,0.5396825396825397,4.912852022529441,0.01919162036062707,1.933771597546372
348,"frozenset({'CIRCUS PARADE LUNCH BOX', 'SPACEBOY LUNCH BOX'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.039688164422395464,0.13961729270021261,0.021261516654854713,0.5357142857142857,3.837019579405366,0.01572036258595896,1.853131984953388
4,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.059532246633593196,0.0446491849751949,0.031892274982282066,0.5357142857142857,11.99829931972789,0.02923420869034984,2.0576786785149648
562,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",0.04535790219702339,0.06520198440822111,0.024096385542168676,0.53125,8.147758152173914,0.02113896031032874,1.994235766595795
161,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.10276399716513111,0.09780297661233169,0.05457122608079376,0.5310344827586206,5.429635182408795,0.04452060126946272,1.9238024763413513
534,"frozenset({'SPACEBOY LUNCH BOX', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.04961020552799433,0.14953933380581147,0.026222537207654145,0.5285714285714285,3.5346648612051452,0.018803860123028485,1.8040074737452478
467,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'RED TOADSTOOL LED NIGHT LIGHT'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.040396881644223954,0.2232459248759745,0.021261516654854713,0.5263157894736842,2.3575605680868836,0.012243077450084659,1.6398141585951649
359,"frozenset({'LUNCH BAG WOODLAND', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.040396881644223954,0.14953933380581147,0.021261516654854713,0.5263157894736842,3.519580942878523,0.015220593885945249,1.795416961965509
559,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.04606661941885188,0.07583274273564848,0.024096385542168676,0.5230769230769231,6.897771387491013,0.02060302744307785,1.9377700555542856
285,frozenset({'RETROSPOT PARTY BAG + STICKER SET'}),frozenset({'WOODLAND PARTY BAG + STICKER SET'}),0.04748405386250886,0.06449326718639263,0.024805102763997167,0.5223880597014925,8.099885189437428,0.021742700991149323,1.9587172218284903
552,"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES'})",frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.07654145995747696,0.06449326718639263,0.03897944720056697,0.5092592592592593,7.896316646316647,0.03404303837269284,1.9063156064881057
141,frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'SPACEBOY LUNCH BOX'}),0.040396881644223954,0.10559886605244508,0.020552799433026223,0.5087719298245614,4.817967738137289,0.01628693453934134,1.820745165536094
38,frozenset({'CHILDS BREAKFAST SET SPACEBOY'}),frozenset({'CHILDS BREAKFAST SET DOLLY GIRL'}),0.041814316087880936,0.028348688873139617,0.021261516654854713,0.5084745762711864,17.9364406779661,0.02007613561763626,1.976807839878785
503,"frozenset({'PLASTERS IN TIN SPACEBOY', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.0446491849751949,0.14953933380581147,0.022678951098511695,0.5079365079365079,3.3966749416986386,0.016002141722348602,1.728355547426899
413,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.060240963855421686,0.10985116938341602,0.03047484053862509,0.5058823529411764,4.60516129032258,0.02385730021432292,1.8014916810097532
45,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.06165839829907867,0.13961729270021261,0.03118355776045358,0.5057471264367817,3.622381702549741,0.02257497911770482,1.7407743147693375
191,frozenset({'RED  HARMONICA IN BOX'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.05102763997165131,0.13961729270021261,0.025513819985825654,0.5,3.5812182741116754,0.018389479040102543,1.7207654145995748
71,frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL RED'}),0.041105598866052445,0.0368532955350815,0.020552799433026223,0.5,13.567307692307693,0.01903792264986908,1.926293408929837
289,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.2232459248759745,0.14953933380581147,0.1105598866052445,0.4952380952380952,3.3117580681561725,0.07717583972442904,1.6848749047243357
314,frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07016300496102056,0.2232459248759745,0.03472714386959603,0.4949494949494949,2.21705948372615,0.01906353893499541,1.5379730687455704
545,"frozenset({'WOODLAND CHARLOTTE BAG', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06165839829907867,0.14953933380581147,0.03047484053862509,0.4942528735632184,3.305169690036499,0.021254484733447487,1.6815926808839634
491,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.06165839829907867,0.10985116938341602,0.03047484053862509,0.4942528735632184,4.499295513533556,0.02370159338316287,1.760067005991882
304,frozenset({'SPACEBOY BIRTHDAY CARD'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05598866052445074,0.2232459248759745,0.027639971651311126,0.4936708860759494,2.211332127787824,0.015140731349963157,1.5340892983699503
14,frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04890148830616584,0.2232459248759745,0.024096385542168676,0.4927536231884058,2.2072233724407635,0.01317932755744703,1.5313151766730788
210,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.14457831325301204,0.10985116938341602,0.07087172218284904,0.49019607843137253,4.462365591397849,0.05498962540452383,1.746061167747915
427,frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.07583274273564848,0.08291991495393337,0.0368532955350815,0.4859813084112149,5.860851505711318,0.03056525095671802,1.7841376199987113
183,frozenset({'RED SPOTTY CUP'}),frozenset({'PINK  SPOTTY CUP'}),0.04677533664068037,0.029766123316796598,0.022678951098511695,0.48484848484848486,16.28860028860029,0.02128663065988053,1.883395172385042
316,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06449326718639263,0.2232459248759745,0.03118355776045358,0.4835164835164835,2.1658468515611373,0.01678569867915402,1.5039281028997091
30,frozenset({'RED RETROSPOT CUP'}),frozenset({'BLUE POLKADOT CUP'}),0.042523033309709427,0.028348688873139617,0.020552799433026223,0.48333333333333334,17.049583333333334,0.01934732719178712,1.8806154408906979
325,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.08717221828490432,0.06449326718639263,0.041814316087880936,0.47967479674796754,7.437594925399805,0.03619229492280206,1.797927002126152
76,frozenset({'GUMBALL COAT RACK'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06803685329553508,0.2232459248759745,0.03260099220411056,0.4791666666666667,2.146362433862434,0.017412041964497835,1.4913678242381292
396,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.06520198440822111,0.07583274273564848,0.03118355776045358,0.47826086956521746,6.306785859406745,0.026239112450971186,1.7713205764233408
578,"frozenset({'PLASTERS IN TIN SPACEBOY', 'ROUND SNACK BOXES SET OF4 WOODLAND'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.0446491849751949,0.08291991495393337,0.021261516654854713,0.47619047619047616,5.742775742775743,0.017559210033949113,1.7507892532697635
87,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.04323175053153792,0.0892983699503898,0.020552799433026223,0.47540983606557374,5.32383554514702,0.016692274580457987,1.7360249822820695
436,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05669737774627923,0.2232459248759745,0.026931254429482635,0.475,2.1276984126984124,0.014273795896472033,1.4795315716648103
29,frozenset({'RED  HARMONICA IN BOX'}),frozenset({'BLUE HARMONICA IN BOX'}),0.05102763997165131,0.042523033309709427,0.024096385542168676,0.47222222222222227,11.105092592592593,0.021926535507938286,1.8141668842552878
515,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06165839829907867,0.14953933380581147,0.029057406094968107,0.47126436781609193,3.151440867244103,0.019837050289790506,1.608479955628139
256,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07087172218284904,0.2232459248759745,0.03330970942593905,0.47,2.1053015873015872,0.017487886259675796,1.4655737266491047
107,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.058823529411764705,0.09780297661233169,0.027639971651311126,0.46987951807228917,4.804347826086956,0.021886855379997495,1.7018716577540107
306,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.10559886605244508,0.2232459248759745,0.04961020552799433,0.46979865771812085,2.104399701715138,0.026035689010262087,1.4650171796643012
26,frozenset({'RED SPOTTY CUP'}),frozenset({'BLUE  SPOTTY CUP'}),0.04677533664068037,0.029766123316796598,0.021970233876683204,0.46969696969696967,15.77958152958153,0.02057791343805204,1.8295838817454693
263,frozenset({'RED SPOTTY CUP'}),frozenset({'RED SPOTTY PLATE'}),0.04677533664068037,0.028348688873139617,0.021970233876683204,0.46969696969696967,16.568560606060604,0.020644214411320187,1.832256758124937
412,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06520198440822111,0.2232459248759745,0.03047484053862509,0.4673913043478261,2.093616287094548,0.015918763225662897,1.4583954063553135
208,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.07583274273564848,0.10985116938341602,0.03543586109142452,0.46728971962616817,4.253843834790473,0.027105545624361786,1.6709811381749908
184,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.13961729270021261,0.10985116938341602,0.06520198440822111,0.46700507614213194,4.251252660880956,0.049864861538956085,1.6700887583949242
118,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'SPACEBOY LUNCH BOX'}),0.06591070163004961,0.10559886605244508,0.03047484053862509,0.46236559139784944,4.3785090567944,0.023514745185770805,1.6635861091424522
56,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'COFFEE MUG PEARS  DESIGN'}),0.06449326718639263,0.03472714386959603,0.029766123316796598,0.4615384615384615,13.290423861852434,0.027526456348594443,1.792649589956464
570,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04606661941885188,0.2232459248759745,0.021261516654854713,0.4615384615384615,2.067399267399267,0.010977331596783598,1.44254328237319
432,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.0446491849751949,0.07583274273564848,0.020552799433026223,0.4603174603174603,6.070167630915294,0.017166929275445886,1.7124275649310041
588,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.0446491849751949,0.06165839829907867,0.020552799433026223,0.4603174603174603,7.465608465608465,0.017799802202096416,1.738691791387001
312,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.13536498936924168,0.2232459248759745,0.06165839829907867,0.45549738219895286,2.040339067564198,0.03143871605151585,1.4265387341220084
81,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.07937632884479093,0.0892983699503898,0.03614457831325301,0.45535714285714285,5.099277210884353,0.029056401534767073,1.6721079109107595
508,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04535790219702339,0.2232459248759745,0.020552799433026223,0.453125,2.0297123015873013,0.010426832606617741,1.420350308798218
344,frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE GREEN'})",0.059532246633593196,0.03614457831325301,0.026931254429482635,0.4523809523809524,12.515873015873016,0.024779486478870832,1.760083813514929
323,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.09142452161587526,0.06449326718639263,0.041105598866052445,0.4496124031007752,6.9714626458812505,0.03520933276609167,1.69972350046416
228,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07583274273564848,0.2232459248759745,0.03401842664776754,0.44859813084112143,2.0094348019581663,0.017089075859865858,1.4086895938689952
52,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06165839829907867,0.2232459248759745,0.027639971651311126,0.4482758620689655,2.007991242474001,0.013874985496662096,1.4078667611622961
554,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER CUPS'})",0.08717221828490432,0.041105598866052445,0.03897944720056697,0.4471544715447155,10.878188954303337,0.03539618096348374,1.7344707549922878
438,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.060240963855421686,0.07583274273564848,0.026931254429482635,0.44705882352941173,5.895327102803737,0.022363016915286943,1.6713663163291463
320,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'}),frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'}),0.04606661941885188,0.029057406094968107,0.020552799433026223,0.4461538461538461,15.35422138836773,0.0192142229651503,1.753090794550752
454,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.08291991495393337,0.2232459248759745,0.0368532955350815,0.4444444444444445,1.9908289241622574,0.018341762430553497,1.398157335223246
426,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.08291991495393337,0.07583274273564848,0.0368532955350815,0.4444444444444445,5.860851505711318,0.03056525095671802,1.6635010630758327
20,frozenset({'BIG DOUGHNUT FRIDGE MAGNETS'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.04961020552799433,0.16796598157335224,0.021970233876683204,0.44285714285714284,2.636588306208559,0.01363740700911789,1.4933943920478292
22,frozenset({'BIG DOUGHNUT FRIDGE MAGNETS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04961020552799433,0.2232459248759745,0.021970233876683204,0.44285714285714284,1.9837188208616778,0.010894957660298927,1.3941739809918405
259,frozenset({'RED SPOTTY CUP'}),frozenset({'RED SPOTTY BOWL'}),0.04677533664068037,0.028348688873139617,0.020552799433026223,0.4393939393939394,15.499621212121212,0.019226779967663206,1.7332158522803458
298,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04890148830616584,0.2232459248759745,0.021261516654854713,0.43478260869565216,1.9475500345065562,0.010344458670133068,1.3742572098348143
526,"frozenset({'WOODLAND CHARLOTTE BAG', 'RED TOADSTOOL LED NIGHT LIGHT'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04748405386250886,0.2232459248759745,0.020552799433026223,0.43283582089552236,1.9388296612177207,0.009952177911629842,1.3695400798239394
521,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND', 'RED TOADSTOOL LED NIGHT LIGHT'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.057406094968107724,0.14953933380581147,0.024805102763997167,0.4320987654320988,2.889532502486689,0.016220633566073193,1.4975503035158537
200,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.13961729270021261,0.2232459248759745,0.060240963855421686,0.43147208121827413,1.9327209733301103,0.029071972217883078,1.3662549357092235
490,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07087172218284904,0.2232459248759745,0.03047484053862509,0.43000000000000005,1.9261269841269841,0.014653017372361837,1.3627264475860097
